translation,label,channel,sample_rate,duration
ሶማሊያ በ ቅንጅት እንድት መራ ታ ለመ,tr_3816_tr39017,1,8000,5.888
እንደ ገና ተጨማሪ ጊዜ እያ ጓተተ ውህኒ ቤት እንድን ቆይ እየተደረገ ነው,tr_7344_tr74045,1,8000,4.992
ምናልባት አንዳንዶቹ እንደሚ መኙት በ ተባረሩት ሰዎች የስራ ቦታ ለሚ ተ ኩት የተወሰነ የስራ እድል ክፍተት ያስገኝ ይሆናል,tr_9753_tr095075,1,8000,7.168
ሌላው ጁቬንትስ ከ ላዚዮ በ ቱሪን ከተማ የሚ ደረጉ ት ጨዋታ ነው,tr_1084_tr11085,1,8000,7.936
ሙሴቬኒ ጊዜያዊ አስተዳደር ሲሉ ም ን ማለታቸው እንደሆነ ይፋ አልተደረገ ም,tr_2749_tr28050,1,8000,4.736
አማራ ን ነጻ ለ ማውጣት ኦሮሞ ን ለ ማንገስ ነው እያ ለ ቀላል ጦርነት የሚ ያካሂድ መስሎ ት የ ኢትዮጵያ ን ድንበር ሊ ደፍር ችሏል,tr_298_tr03098,1,8000,9.728
በዚህ ም ምክንያት የ አዲስ አበባ እግር ኳስ ፌዴሬሽን አስተማማኝ የ ኢኮኖሚ አቅም እንደሌለ ው የ ሂሳቡ ስሌት ይ ጠቁ ማል,tr_5799_tr58100,1,8000,6.656
አቶ ሞሼ ገለጻቸው ን ጀመሩ,tr_9380_tr092062,1,8000,3.456
አበራሽ የ ሰፈሩ ነገር ቆስቋሽ መሆኗ የ ታወቀ ነው,tr_9532_tr093094,1,8000,4.352
የ ኢትዮጵያ ወታደሮች ማ ንም አይ ች ለ ንም እያሉ ጮሁ ብን,tr_9353_tr092035,1,8000,5.376
በ ምርት ዋጋ መውደቅ ገበሬው የ ቤት እንስሳቱ ን ለ መሸጥ ተገደደ,tr_8137_tr82018,1,8000,4.352
እርምጃ ተወስዶ ባቸዋል ነበር የ ሚባለው,tr_755_tr08055,1,8000,3.328
አንዱ እንዲያ ውም አዲስ አበባ ተልኮ ታክ ሞ ተመል ሷል,tr_5274_tr53075,1,8000,3.584
በ ኢትዮጵያ የ ረሀብተኛ ው ቁጥር ሰባት ሚሊዮን ደረሰ,tr_4822_tr49023,1,8000,4.608
እንደ አንዳንድ ሰዎች አስተያየት ከሆነ የቴሌ በ ውጪ የ ግለሰብ ኩባንያዎች እጅ መግባት የ ቴሌኮሚኒኬሽን መስፋፋት ያግ ደዋል,tr_1917_tr20018,1,8000,9.856
የ ኢትዮጵያ ኦርቶዶክስ ተዋህዶ ቤተ ክርስቲያን ካህናት ና ምእመናን መከራ የ ገጠማቸው በ ሀገራቸው በ ቤታቸው ነው,tr_605_tr07005,1,8000,8.832
አቶ ስብሀት በ መፈንቅለ መንግስት እንደማ ያምኑ ማብራሪያ ሰጥተዋል,tr_9948_tr097030,1,8000,5.632
አጼ ምኒልክ ኢትዮጵያ ን አንድ ለማድረግ አል ገብር ም ያሉ ገዥዎች ን ወግ ተዋል,tr_1896_tr19097,1,8000,6.272
ነገር ግን የ ኢትዮጵያ ነች,tr_2697_tr27098,1,8000,3.328
ሌላ ወሬ ደግሞ በ ትራስ አፈ ኗቸው የሚ ል ነው,tr_1144_tr12045,1,8000,4.608
ይኸው ም ኤርትራ ውስጥ የሚኖሩ ኢትዮጵያውያ ን የ ዜጋ ን ያህል መብት እንዲ ኖራቸው የሚ ፈቅድ ውል ነው የነበረው,tr_8867_tr88028,1,8000,7.808
ሽንፈት ሲ መጣ ደግሞ መጀመሪያ ያባረ ሯቸውን ልጆች መልሰው ለ መጥራት ተገ ደዋል,tr_5819_tr59020,1,8000,6.016
ውሀው ን ሳ ያጣ እንዲ ህ እንዲ ህ እያ ረገ ይቧጥጠ ኛል,tr_3004_tr31005,1,8000,5.504
ተማሪዎቹ ብ ቻቸውን ስብሰባ አካሂደው ውሳኔ አሳልፈ ዋል,tr_10187_tr099029,1,8000,3.968
በ ሜዳችን ለ ተደጋጋሚ ጊዜ ተሸንፈ ናል,tr_8631_tr86032,1,8000,3.712
አቶ ደበላ ይማ ሙ ና ወይዘሮ መሬ ማ ዋቁማ ስድስት አመት በ ትዳር ቆይ ተዋል,tr_328_tr04028,1,8000,7.04
በ አዲስ አበባ ዩኒቨርስቲ የሚማሩ ተማሪዎች መሰባሰብ ጀምረ ዋል,tr_676_tr07076,1,8000,4.608
ይህም በ ቴክኒክ በ ተክለ ሰውነት ና በ ጤንነት ላይ ም ንም ጉዳት እንደማ ያመጣ ተገንዝበ ን ነው,tr_6529_tr66030,1,8000,5.76
እንዲያ ው ያቺ ኢሰፓዋ ሚስቴ እንዲ ህ ስ ላት ም ንም ዝም ብለው ነው ት ላል ች,tr_4469_tr45070,1,8000,7.424
ይሁን ና የ ፈለገ ነገር ቢ ያጡ ና መስዋእት ነቱ ቢ ከፋ ም ኢትዮጵያውያኑ ኤርትራውያኑ ን እንደሚ ቀጡ ና እንደሚ ያሸንፉ ሙሉ በ ሙሉ እ ርግጠ ኞች ናቸው,tr_726_tr08026,1,8000,8.192
አሁን እንኳ ን መሪነቱ ን የ ያዘው የ ዩዲኔዜ ው አሞሩሶ ነው,tr_4030_tr41031,1,8000,7.168
ከዛሬ ጀምሮ ስማቸው አይጠራ ም,tr_6170_tr62071,1,8000,4.608
ይህ እንግዲህ እ ቤት ውስጥ ለ ተቀመጠ ነው,tr_4527_tr46028,1,8000,3.072
በ ኢትዮጵያ እንዳ የ ነው ኤርትራውያኑ ና አስተባባሪ ዎቻቸው እዚያ ም ህግ ና ስነ ስርአት ን ጥሰው የ አካባቢው ን ህዝብ ሰላም አደፍ ርሰው ስለ ተገኙ በ ፖሊሶች ና በ ሄሊኮፕተሮች እስከ መበተን ደርሰዋል,tr_6467_tr65068,1,8000,11.136
ሸክላ ሰሪዋ አ ለሚ ቱ በ ጉልቻ ስራ የታወቀች ነች,tr_10013_tr097095,1,8000,5.504
ሸክላ ሰሪዋ አ ለሚ ቱ በ ጉልቻ ስራዋ የታወቀች ነች,tr_10798_tr02121,1,8000,4.352
የ መስተዳድሩ መግለጫ ከተማዋ ስር ነቀል ለውጥ እንደሚ ያስፈልጋት ገልጾ ህዝቡ በዚህ እንዲ ሳተፍ ቢ ጠይቅ ም ጊዜያዊ መስተዳድሩ የ መዋቅር ለውጡ ን ያስፈጽማል ተብሎ አይጠበቅ ም,tr_164_tr02064,1,8000,11.392
ይህ አዲስ የ ጸረ ነጻ ፕሬስ ዘመቻ ግንባር ም ን ያህል እንደሚ ጠቅማቸው ም ን ያህል ርቀት እንደሚ ወስዳቸው አላውቅ ም,tr_6493_tr65094,1,8000,6.912
ሜዳው ን ሙሉ ሸፍነው ጭራ ሽኑ ሁለት ጐ ሎች ተ ሽረው ባቸው እንጂ ድል አድርገው ነበር,tr_6732_tr68033,1,8000,6.912
የ ኢትዮጵያ ቡና እጅግ በጣም ብዙ ደጋፊ ያለው ቡድን ነው,tr_3238_tr33039,1,8000,5.376
የ ፌዴሬሽኑ ፕሬዚዳንት ሚስተር ኢንጅ ል ማሪያ ቬላር እንኳ ን ሊ ያነሷቸው አል ፈለጉ ም,tr_7035_tr71036,1,8000,6.272
በ ቅርቡ በ ሰሜን ሶማሊያ ሪፖብሊክ የሚገኙ ኢትዮጵያዊያ ን ንብረታቸው ን ተ ወርሰው በ ታጠቁ ሀይሎች ከ ሶማሊያ ግዛት መባረራቸው ን የሚ ታወስ ነው,tr_5175_tr52076,1,8000,11.52
የ ኢትዮጵያ ንግድ ባንክ አዲስ የ ብድር ፖሊሲ ና መመሪያ ሊያወጣ ነው,tr_9107_tr90028,1,8000,6.016
በ ዚሁ በ ኢሲኤ ውስጥ ለ ኢትዮጵያውያ ን የ ተዛባ አመለካከት አ ላቸው ከሚ ባሉት መካከል ደግሞ ሌላኛዋ የ ፐርሶኔል ሀላፊ ዋ ወይዘሮ ፔሻ ተጠቃ ሽ ናቸው,tr_6662_tr67063,1,8000,9.216
መድን ን እንደ ኢንሹራንስ ድርጅት ክለብ ነት ብን ወስደው ኒያላ የመጀመሪያ ው ሊሆን ነው ማለት ነው,tr_9003_tr89044,1,8000,7.808
የ አይ ሲ አር ሲ ፕሬዝዳንት ኢትዮጵያ ን እየ ጐበኙ ነው,tr_8906_tr88067,1,8000,4.736
ትናንት አስራ ስምንት ሚኒስትሮች ተሾሙ,tr_8390_tr84031,1,8000,3.328
ምክትል ሚኒስትሩ ሌሎች ተወካዮች ንም ለ ማነጋገር ሁኔታዎች ን እ ያመቻቹ ነው,tr_2492_tr25093,1,8000,6.784
ከዚያ የመንግስት ተወካዮች የተባሉት ሰዎች ትምህርታችን ን እየ ቀጠል ን ጥያቄ ዎቻችን ን በ ዲሞክራሲያዊ መንገድ እና ቀር ባለ ን ብለዋል ብለን እናስ ተላልፋ ለ ን አሉ,tr_4974_tr50075,1,8000,10.24
በ ቤይሩት የ ኢትዮፕያ ዊያን እህቶቻችን ሰቆቃ መንስኤ ው ምንድነው,tr_1706_tr18007,1,8000,5.632
በ እያንዳንዱ የከተማ አውቶብስ አምስት ተሳፋሪ በ እያንዳንዱ ሚኒባስ አንድ ተሳፋሪ የ ኤድስ ተጠቂ ዎች መሆናቸው ተረጋግጧል,tr_2141_tr22042,1,8000,8.192
የ ሀገር ውስጥ ተቃዋሚዎች ቅሬታ ቀረበባቸው,tr_5188_tr52089,1,8000,4.096
በ ባህል በ ቋንቋ አንድ ናቸው,tr_1656_tr17057,1,8000,2.304
የውጭ ጉዳይ ሚኒስትሩ የ ሻእቢያ መንግስት ወታደሮች ያለ አንዳች ቅድመ ሁኔታ ከ ኢትዮጵያ እንዲ ወጡ ማስጠንቀቂያ ሰጥተዋል,tr_2857_tr29058,1,8000,7.424
እንደ መርሆ ማለት ነው,tr_1308_tr14009,1,8000,2.56
ለዚህ ፕሮጀክት ማስፈጸሚያ ከ ዋለው ገንዘብ ከፊሉ ን የ ኩዌት መንግስት እንደ ሸፈነ ሲ ታወቅ ለ ጠቅላላ ፕሮጀክቱ ማከናወኛ ስልሳ ሁለት ሚሊዮን ዶላር ወጪ ሆኗል,tr_2663_tr27064,1,8000,13.952
የነገ ውን የ ማንቸስተር ዩናትድ ን ወረራ ግን እንዴት እንደሚ ወጡት ከወዲሁ እያነጋገረ ይገኛል,tr_8286_tr83047,1,8000,5.76
እነርሱ ም ባየር ሙኒክ ና ቦር ሲያ ዶርትሙንድ ናቸው,tr_2733_tr28034,1,8000,3.968
ይህ በ እንዲ ህ እንዳለ የ ደብረ ምጥ ማቅ ቅዱስ ፊልጶስ ቤተ ክርስቲያን ከ ማጡ ወደ ድጡ ሆኖ በት እንደሚ ገኝ ተገለጸ,tr_8460_tr84101,1,8000,11.392
ሌላው የ እሳት እራት እሳቸው ና ተከታዮቻቸው ብቻ ብል ጦች መሆናቸው ነው,tr_7903_tr80004,1,8000,7.296
ለ ኢትዮጵያ አዲስ ታሪክ ነው,tr_9336_tr092018,1,8000,3.584
ወጣት ሴቶችን በ ህገ ወጥ መንገድ ከ ሀገር ማስወጣት እንቅስቃሴ ተስፋፍ ቷል,tr_4413_tr45014,1,8000,4.992
ቤዛ ጐረ መሰ መሰለኝ ትእዛዝ አል ቀበል ም አለ,tr_9773_tr095095,1,8000,4.48
ኦጋዴን ንና ኦሮምያ ን ነጻ ማውጣት ማለት ነው,tr_6553_tr66054,1,8000,3.456
ለጋ ሿ የ ሰጡት ገንዘብ ለተ ረጂዎቹ ባግ በቡ መድረሱ ን ማወቅ ይፈልጋሉ,tr_9173_tr90094,1,8000,7.168
የ ኢትዮጵያ መንግስት ወደ ሶማሊያ ወታደሮች ልኳ ል መባሉ ን አስተባ በሉ,tr_117_tr02017,1,8000,6.144
ሊ ፔ ም ወደ ላዚዮ እንደሚ ያመሩ ላ ሪፐብሊክ የተባለ ጋዜጣ ጽፏል,tr_9973_tr097055,1,8000,6.4
ልብሱ ንም እንዳ ገሩ እየ ሰፉ ሰጡት,tr_6271_tr63072,1,8000,3.328
ወደ ኢትዮጵያ የሚ መጡ ቱሪስቶች እቅዳቸው ን ሰረዙ,tr_3375_tr34076,1,8000,6.016
በ ደህንነት መዋቅር ውስጥ ከ ገባ ን በ ተለያዩ ክልሎች እንዳ ሻቸው ይ በትኑ ናል ከ ማህበራችን ም በ ማስወጣት ወታደራዊ ህይወት ን እንድን ላበስ ልን ሆን እንችላ ለ ን የሚ ል ስጋት እንደ ፈጠረ ባቸውም አስረድ ተዋል,tr_5566_tr56067,1,8000,10.496
ፍጥጫ ው ና የ ሚዲያው ዘገባ የ ቱሪዝም ንግድ ን እየ ጐዳ ነው,tr_7426_tr75027,1,8000,6.016
ለ ታዳጊ ህጻናት ፕሮጀክት ገቢ ለ ማስገኘት በ ተደረጉ ውድድሮች ላይ በርካታ የ ዳኝነት ችግሮች ተከስ ተዋል,tr_9368_tr092050,1,8000,7.936
ስ ትመለ ሺ በሩን አንኳ ኲ,tr_10762_tr05130,1,8000,2.944
ሁላችን ጋ ሎች አይደለ ን እንዴ አሁን ቴያትር የሚ ጽፈው አያልነህ ሙላት የ ሱ አባት ትኩስ ጋላ ነው,tr_7108_tr72009,1,8000,6.4
የ ኢትዮጵያ ተዋጊ አውሮፕላኖች አብራሪዎች ራሺያ ኖች ነበሩ,tr_908_tr10009,1,8000,6.144
ውግዘት ም ዛቻ ም እርግማን ም ማን ን ገደለ,tr_5048_tr51049,1,8000,3.712
የ ሀረሪ ክልል ፕሬዝዳንት ስልጣናቸው ን በ ፍቃዳቸው ለቀቁ,tr_1245_tr13046,1,8000,5.248
በ ጦርነቱ ምክንያት አሰብ ወደብ ላይ እ ቃቸው የ ቀረባቸው ነጋዴዎች ለ ታክስ በ ቅድሚያ ያስ ያዙት ገንዘብ ሊ መለስ ላቸው እንደሚ ችል የ ኢትዮጵያ ጉምሩክ መስሪያ ቤት አስ ታውቋል,tr_3388_tr34089,1,8000,14.848
ወደ ጣቢያው ያመጡ ን ሰዎች ወደ ኮሚሽነሩ ደውለው ከ ተነጋገሩ በኋላ እንደ ገና ወደ ሶስተኛ ፖሊስ ጣቢያ ወሰዱ ን,tr_7659_tr77060,1,8000,7.424
እ ብዱ አስፋልቱ ላይ የ ኰለኰ ለ ው ድንጋይ መኪና አላ ሳልፍ አለ,tr_10474_tr06129,1,8000,4.224
ፌዴሬሽኑ ካለ በት እዳ ውስጥ ከፍተኛው ን ድርሻ የ ያዘው የ ሆቴሎች እዳ ነው,tr_3786_tr38087,1,8000,5.76
የ እያንዳንዱ ተሽከርካሪ የ መሸከም አቅም ከ ሁለት መቶ ሀያ እስከ አራት መቶ ኩንታል እንደሚደርስ ታውቋል,tr_2552_tr26053,1,8000,10.752
አሊ ሚራህ ን እንዲ ግባባ የተላከ ው ልጃቸው አስመራ ገባ,tr_4341_tr44042,1,8000,5.632
እንደ ገና እንዲያ ንሰራሩ የ ህይወት እስትንፋ ስ ነው የዘራ ባቸው,tr_9512_tr093074,1,8000,5.504
ጀግናው ሻለቃ ሀይሌ ገብረስላሴ ከ አዳዲስ ኩባንያ ጋር ያለውን ግንኙነት በ ማጠናከር በ ሀገራችን የ አዳዲስ ኩባንያ ምርቶች የሚመረቱ በትን ሁኔታዎች እ ያመቻቸ ይገኛል,tr_439_tr05039,1,8000,13.184
በ ኢንዱስትሪው ማህበረሰብ የ ሰው ን ሀይል እጥረት ለ ማቋቋም ሴቶችን ም ማሰራት የሚለው ነው ግንዛቤ ያገኘው,tr_2081_tr21082,1,8000,7.424
ወደ ሱዳን የሸሹት የ ሻእቢያ ወታደሮች በ ሊብያ ግፊት ለ ኤርትራ እየተ ሰጡ ነው,tr_8254_tr83015,1,8000,5.888
ኢትዮጵያ ዳግም ከ ተወረረች መለስ ዜናዊ ተጠያቂ ናቸው,tr_9736_tr095058,1,8000,3.968
በሩን እንዲ ህ በ ሀይል አታንኳኲ ብዬ አልነበር እንዴ,tr_10681_tr13146,1,8000,5.12
የ ኢትዮጵያ መድን ድርጅት ከ ኢንሹራንስ ገበያ መውረድ የ ጀመረው እንደ ዚህ በ አንድ ጊዜ ሳይሆን ገና የግል ኢንሹራንሶች ኩባንያዎች መቋቋም እንደ ጀመሩ ነው,tr_8538_tr85059,1,8000,13.312
በ ተጨማሪ ም ፕሬዝዳንት እስማኤል ኦ ማር ጌል ኢትዮጵያ ና ጅቡቲ ን ለ ማዋሀድ ከባድ አደራ ተጥሎ ብናል ሲሉ ተናግረ ዋል,tr_2875_tr29076,1,8000,7.808
የ ድርጅታችን አባላት ንና የ ኢትዮጵያ ህዝብ እንደሚ ያውቀው በበኩላ ችን የሚያስ ከስሰ ን የሚያሳ ስር የ ፈጸም ነው ወንጀል የ ለ ም,tr_2474_tr25075,1,8000,12.8
በ ትክክል ያበዱ ና የሚ ደረገው ን ከማይ ደረገው ለ መለየት የ ተሳናቸው የ ኤርትራው መሪ እንዳስ ጠነቀቁ ት ከሆነ ዋ ና ኢላማ ቸው አዲስ አበባ ናቸው,tr_4992_tr50093,1,8000,10.496
እንደ ጉባኤው ሊቀመንበር የ ቡርኪናፋሶ ፕሬዚዳንት ብሌ ስ ካምፓ ወሬ አባባል ግን በ ጉባኤው ውጤት ረክ ተዋል,tr_5157_tr52058,1,8000,9.344
ቁባ ቶቻቸው በዙ በ ማለት በ መጀመሪያ የፖለቲካ ሞት እንደ ገደሉአቸው ቀጥሎ ከ ስልጣን እንዳ ባረ ሯቸው ገና ረዥም ዘመን ያለው ትውፊት አልሆነ ም,tr_8195_tr82076,1,8000,9.856
በ ተጨማሪ የ ማጭድ ንና መዶሻ አርማ የ ወዛ ደሮች ምስል የ ኢትዮጵያ ህዝባዊ ዲሞክራሲያዊ ሪፑብሊክ አርማ ና ኢትዮጵያ ት ቅደም የሚለው መፈክር ይጠፋል ተ ብሏል,tr_7017_tr71018,1,8000,9.088
የ ጅቡቲ መንግስት ኤርትራውያን ን ከ ሀገሩ እ ያባረረ ነው,tr_2888_tr29089,1,8000,4.48
ባልቻ ጐበዝ ተማሪ ስለሆነ ተሸላሚ እንዲሆን የ ትምህርት ማህበረሰብ በ አንድነት ወሰኑ,tr_10385_tr100107,1,8000,6.528
ኢንተር ና ሲዮ ናል ቫስኮ ደጋማ ን አንድ ለ ዜሮ አሸን ፏል,tr_6684_tr67085,1,8000,4.096
ባለ ሀብቱ በ ኢኮኖሚያዊ እንቅስቃሴ እምነት እንዲ ኖረው ና ደፍሮ እንዲ ንቀሳቀስ ለማድረግ በ መንግስት በኩል ተጨማሪ እርምጃ ዎች ሊ ወስዱ እንደሚ ገባም አመልክ ተዋል,tr_5440_tr55041,1,8000,9.344
የ ኢትዮጵያ ቴሌኮሚኒኬሽን ኮርፖሬሽ ን አምስት ሚሊዮን የሚ ያወጣ ንብረት እንደ ወደመ በት ገለጸ,tr_7500_tr76001,1,8000,6.144
የ ሰው ህይወት በ መጥፋቱ ም ኢትዮጵያ ማዘ ኗን አዲስ አባ ለሚገኙ ት ለ ብሪታንያ ና ለ ስዊድን ኤምባሲዎች ገልጻ ለች,tr_5841_tr59042,1,8000,6.784
ባ ሁኑ ወቅት አቶ ሰ ዬ ከ ታሰሩበት ክፍል ማ ንም ሰው እንደማያ ያቸው ምንጮቻችን አክለው ገልጸዋል,tr_850_tr09050,1,8000,6.784
በ ደጀን ሁለት መስጊዶች ይገኛሉ,tr_182_tr02082,1,8000,3.584
በ ቦሌ አለም አቀፍ አውሮፕላን ማረፊያ ጸረ ናርኮቲክ የ ቁጥጥር ክፍል አደገኛ እጾች አዘዋዋሪ ዎች ኢትዮጵያ ን መሸጋገሪያ እንዳያ ደርጓት ማሳሰቡ ን በ ዘገባው አ ስፍሯል,tr_25_tr01025,1,8000,13.44
ኬር ኢንተርናሽናል በ ኢትዮጵያ ህልውናው አጠያያቂ ሆኗል,tr_3269_tr33070,1,8000,7.296
ለ አባይ ውሀ ልዩ ስ ስት እንዳ ላቸው የሚ ታወቁት ግብጾች ከፍተኛ ሰላዮ ቻቸው ና ምሁሮ ቻቸውን እየ ላኩ በ እንዲ ህ አይነት መድረክ የሚ ንጸባረቁ ትን የ ኢትዮጵያ አቋሞች ያስጠ ና ሉ ያስተ ነትና ሉ,tr_8021_tr81022,1,8000,11.52
እነሆ ከ አስር አመት በኋላ ሼህ አላሙዲ ን ያቺ ን ወጣት እዚያ ው የ ተዋወቁ በት ዋሽንግተን ውስጥ በ ደመቀ ሰርግ አገ ቧት,tr_1267_tr13068,1,8000,8.96
በ ኤቶይል ሳህል በኩል አስር ቁጥር ዳንኤል ጆ ና አስራ አንድ ቁጥሩ ኬይ ታ አብዱል ቃድር የ ጐ ርጊስ ተከላካዮች ን በ ማስጨነቅ ችሎታቸው ን በሚገባ አስ መስክ ረዋል,tr_3760_tr38061,1,8000,12.16
ብዙዎች ያ ነከሱ በት ብዙዎች አካለ ስንኩላን የሆኑ በት ና የተሰ ዉ በት ድርጅት ነው,tr_8339_tr83100,1,8000,6.912
ለ ህትመት እስከ ገባ ን በት ጊዜ ድረስ ከ ኢትዮጵያ በኩል ስለ ቴክኒክ ኮሚቴው ስብሰባ የተባለ ነገር የ ለ ም,tr_6912_tr70013,1,8000,6.144
እንዲያ ም ሆኖ ጸባዩ ን አያሳ ምርም,tr_3630_tr37031,1,8000,3.968
ልጃገረዶቹ እንደ መሸሽ ወንዶቹ ደግሞ እንደ መከተል እያሉ ይቀራ ረባሉ,tr_5904_tr60005,1,8000,4.224
ማን ሞቶ ማን ነጻ እንዲ ወጣ ነው የሚ ፈለገው እዚህ አገር ውስጥ እ ያንዳንዳችን ለ ራሳችን መቆም አለ ብን የሚሉ ነበሩ,tr_56_tr01056,1,8000,9.984
እንደ መጽሄቱ ገለጻ መሰረት በ ኢትዮጵያ መሳሪያ ከሚ ያቀርቡ ት አገሮች መሀል አብዛኛዎቹ የ ኤሽያ አገሮች ሲ ሆኑ እነሱ ም ቻይና ማሌዥያ ኢንዶኔዥያ የ መሳሰሉት ናቸው,tr_5580_tr56081,1,8000,8.832
በ መሰረቱ ችግሮቻችን ብዙ እጅግ ብዙ ናቸው,tr_4754_tr48055,1,8000,4.48
በ ኢትዮጵያ ስ ም እንስራ ብን ል አይቻ ለ ንም,tr_5097_tr51098,1,8000,4.352
ኤም ቢ ሲ የ ሚባለው ና ከ ለንደን የሚ ተላለፈው ቴሌቪዥን ጣቢያ ባለፈው ቅዳሜ አል ከ ሊድ መጽሄት ን ጠቅሶ እንደ ዘገበው የኤርትራ ተቃዋሚዎች በ ፕሮፖጋንዳ ብቻ የተ ገደቡ አይ ሆኑ ም,tr_823_tr09023,1,8000,10.752
በ ማስከተል ም የ ዶክትሬት ዲግሪ ያቸውን ከ ሲ ራኪዮስ ዩኒቨርሲቲ አግኝተ ዋል,tr_3357_tr34058,1,8000,6.784
ራሱ የ ጣሊያን ወራሪ ማስረጃ ነው,tr_4604_tr47005,1,8000,3.968
ይህም ደግሞ መንግስታዊ መዘው ሩን ለሚ ዘውሩት ጠቅላይ ሚኒስተር መለስ ዜናዊ ታላቅ ፈተና ሆኖ ተደቅ ኗል,tr_2913_tr30014,1,8000,8.576
በውጭ አገር የ ሚገኘው ህዝብ የ ገንዘብ ና የ ቁሳቁስ አስ ተዋጾ ለማድረግ ቃል ገባ,tr_9805_tr096007,1,8000,5.12
ነገር ግን ጨካኞች የሚ ያበረታታ ቸው ሀጢአ ታቸውን ሁሉ እንዲ ያጡ ና መልሳቸው ን እንዲ ያገኙ ነው የ ም መኘው,tr_9300_tr091102,1,8000,7.808
የ ኢትዮጵያ ና የኤርትራ ፍጥጫ መካረር ለ ሱዳን እንዳይ በጅ በ ሱዳን አማጺያን ስጋት መፈጠሩ ተገለጸ,tr_8447_tr84088,1,8000,8.448
እሱን አውግ ዤ ተቃዋሚዎቹ ን አግ ዤ እ ኮ ነው አሁን ታር ዤ የ ም ሰቃየው,tr_8223_tr82104,1,8000,4.992
የ ሱዳኑ ፕሬዝዳንት የ ሱማሊያ ን መንግስት እውቅና እንደ ሰጡት ቢቢሲ የ ዘገበ ሲሆን የ ገንዘብ ድጐማ ም እንደሚ ሰጡት ቃል ገብ ተዋል,tr_2277_tr23078,1,8000,9.984
ዋንጫው ን ለ ማግኘት የ ግድ ስኮትላንድ ን ማሸነፍ ነበረብን,tr_8882_tr88043,1,8000,4.48
ጥናቱ ን የማ ደንቅ በት አንዱ ምክንያት ይኸው ነው,tr_355_tr04055,1,8000,5.12
ቮ ግስት በ ፊልሙ ውስጥ ብዙ ሚና አይኑ ራቸው እንጂ አጀማመ ራቸው ጥሩ ይመ ስላል,tr_2936_tr30037,1,8000,6.528
የ ኬንያ ስደተኛ ኮንሶ ርቲ የ ም በ ኤክስ ኪዩቲቭ ዳይሬክተር ጊ ታራ በኩል ለ ጋዜጠኞች እንደ ገለጹት የ ረሀብ አድማ ያደረጉት ተማሪዎች አሁን የ ህክምና እርዳታ እ ያገኙ ነው ብለዋል,tr_6590_tr66091,1,8000,10.112
ጀ ስት ስ ኢትዮጵያ እንዲ ህ ብለዋል,tr_7744_tr78045,1,8000,2.304
በሩን እንዲ ህ በ ሀይል አታንኳኲ ብዬ ሽ አልነበር እንዴ,tr_10443_tr23145,1,8000,3.712
አንዳንድ ምንጮች ወደ ጣልያን ነው የተጓዙት ይላሉ,tr_1920_tr20021,1,8000,4.736
ወጣቶች ወደ ኬንያ እንደሚ ኮበልሉ የ ደቡብ ባለስልጣናት ገለጹ,tr_7614_tr77015,1,8000,4.352
እኛ እንደ ውም የኤርትራ መንግስት ም ምርኮኛ አድርጐ የ ያዛቸው ን ኢትዮጵያውያ ን ን እንዲ ለቅ እን ጠይቃ ለ ን ሲሉ ገልጿ ል,tr_10060_tr098022,1,8000,5.888
የ ኢትዮጵያ ን እግር ኳስ በ በላይነት በሚ ያስተዳድሩ ት ጥቂት ባለስልጣናት አምባገነናዊ ውሳኔ ተፈጻሚ ሆኗል,tr_6087_tr61088,1,8000,7.552
ሌሎች ደግሞ ሀገር ጥለው ለ መሸሽ ተገ ደዋል,tr_3818_tr39019,1,8000,3.968
አንዱ ምጽዋ ላይ በ ተደረገው ጦርነት ሞ ቷል,tr_296_tr03096,1,8000,3.584
ቢልባኦ ላይ አትሌቲኮ ቢልባኦ ቫሌንሽያ ን ሁለት ለ ዜሮ አሸን ፏል,tr_5399_tr54100,1,8000,3.84
ሚኒስትሩ ከ አቶ መለስ ዜናዊ በ ባሰ በ ነጻው ፕሬስ ላይ ጥላቻ ቸውን የሚ ያንጸባርቁ መሆኑን ብዙዎች ይናገራሉ,tr_2349_tr24050,1,8000,12.672
ፖሊሶቹ የ ደረሱት ቁስሉ ን ነክቶ ብኝ ስ ጮህ ሰምተ ው ነው,tr_8302_tr83063,1,8000,4.352
በሌላ በኩል የ ኢትዮጵያ ንግድ ባንክ ባለፈው ግማሽ አመት ሶስት መቶ ሰላሳ ስድስት ሚሊዮን ያል ተጣራ ትርፍ ማግኘቱ ን አስ ታውቋል,tr_4089_tr41090,1,8000,10.752
ፎረሙ ሁለተኛው ን ስብሰባው ን ትላንት በዚያ ችው ከተማ ጀም ሯል,tr_678_tr07078,1,8000,5.12
እ ቤት ስገባ ሁኔታዎች መልካቸው ን እንደ ቀየሩ ገባኝ,tr_9686_tr095008,1,8000,4.48
ጃክሮስ ኢትዮጵያ አስራ ሰባት ሚሊየን ብር እንዲ ከፍል ተወሰነ በት,tr_326_tr04026,1,8000,4.864
በ ሶማሊያ ጠቅለይ ሚንስተር ለ ኢትዮጵያዊ ልኡክ ሶማሊያ ከ ቢ ን ላደን ጋር ግንኙነት ነበራት በ ማለት ለ ኩባንያው መግለጻቸው ነው,tr_3922_tr40023,1,8000,9.728
